URL,Title,Name,Address,Building Size,Lot Size,Year Built,Construction,Water,Sewer,Heating,Gas,Sprinkler System,Year Built/Renovated,Truck Court,Lighting,Building Type,Building Height,Building Class,Typical Floor Size,Column Spacing,Sustainability,Unfinished Ceiling Height,Sale Type,Sale Condition,Property Type,Property Subtype,Tenancy,Building FAR,Land Acres,Percent Leased,Price,Price Per SF,Cap Rate,NOI,Loading Docks,Slab To Slab,Opportunity Zone,Sale Conditions,Construction Status,LoopNet Rating
https://www.loopnet.com/Listing/Eddie-Dr-Humble-TX/29548259/,"Humble, TX Industrial for Lease - Eddie Dr","Humble, TX Industrial for Lease - Eddie Dr","Eddie Dr, Humble, TX 77396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/13475-13483-Fondren-Rd-Houston-TX/29401856/,"Houston, TX Industrial for Lease - 13475-13483 Fondren Rd","Houston, TX Industrial for Lease - 13475-13483 Fondren Rd","13475-13483 Fondren Rd, Houston, TX 77085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/6721-NW-36th-Ave-Miami-FL/28941926/,"Miami, FL Industrial for Lease - 6721 NW 36th Ave","Miami, FL Industrial for Lease - 6721 NW 36th Ave","6721 NW 36th Ave, Miami, FL 33147","59,161 SF",2.62 AC,1952,Reinforced Concrete,City,,,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4500-Carmichael-Ave-Sarasota-FL/28548413/,"Sarasota, FL Industrial for Lease - 4500 Carmichael Ave","Sarasota, FL Industrial for Lease - 4500 Carmichael Ave","4500 Carmichael Ave, Sarasota, FL 34234","78,450 SF",3.31 AC,,Metal,,,,,,1970/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/369-N-Cypress-Dr-Summerville-SC/28373586/,"Summerville, SC Multiple Space Uses for Lease - 369 N Cypress Dr","Summerville, SC Multiple Space Uses for Lease - 369 N Cypress Dr","369 N Cypress Dr, Summerville, SC 29486","574,789 SF",135.73 AC,2021,Reinforced Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/12070-SW-Tom-Mackie-Blvd-Port-Saint-Lucie-FL/28363606/,"Port Saint Lucie, FL Industrial for Lease - 12070 SW Tom Mackie Blvd","Port Saint Lucie, FL Industrial for Lease - 12070 SW Tom Mackie Blvd","12070 SW Tom Mackie Blvd, Port Saint Lucie, FL 34953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/500-N-Bell-Ave-Carnegie-PA/26066070/,"Carnegie, PA Office, Industrial for Lease - 500 N Bell Ave","Carnegie, PA Office, Industrial for Lease - 500 N Bell Ave","500 N Bell Ave, Carnegie, PA 15106","46,750 SF",3.45 AC,1972,,City,City,Electric,Natural,Wet,,,Halogen,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1601-N-Loop-336-E-Conroe-TX/26058584/,"Conroe, TX Multiple Space Uses for Lease - 1601 N Loop 336 E","Conroe, TX Multiple Space Uses for Lease - 1601 N Loop 336 E","1601 N Loop 336 E, Conroe, TX 77301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/25115-25155-FM-2978-Rd-Tomball-TX/25949360/,"Tomball, TX Retail, Industrial for Lease - 25115-25155 FM 2978 Rd","Tomball, TX Retail, Industrial for Lease - 25115-25155 FM 2978 Rd","25115-25155 FM 2978 Rd, Tomball, TX 77375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5802-Breckenridge-Pky-Tampa-FL/21140988/,"Tampa, FL Multiple Space Uses for Lease - 5802 Breckenridge Pky","Tampa, FL Multiple Space Uses for Lease - 5802 Breckenridge Pky","5802 Breckenridge Pky, Tampa, FL 33610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/11110-Bluff-Bend-Dr-Austin-TX/26193726/,"Austin, TX Industrial for Lease - 11110 Bluff Bend Dr","Austin, TX Industrial for Lease - 11110 Bluff Bend Dr","11110 Bluff Bend Dr, Austin, TX 78753","30,909 SF",1.12 AC,,Metal,,,,,,1972/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/E-76th-St-N-Whirlpool-Dr-Tulsa-OK/25351826/,"Tulsa, OK Industrial for Lease - E 76th St N & Whirlpool Dr","Tulsa, OK Industrial for Lease - E 76th St N & Whirlpool Dr","E 76th St N & Whirlpool Dr, Tulsa, OK 74117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1501-Sherborn-St-Corona-CA/26629725/,"Corona, CA Industrial for Lease - 1501 Sherborn St","Corona, CA Industrial for Lease - 1501 Sherborn St","1501 Sherborn St, Corona, CA 92879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4401-Bowman-Industrial-Ct-Conley-GA/31965151/,"Conley, GA Industrial for Lease - 4401 Bowman Industrial Ct","Conley, GA Industrial for Lease - 4401 Bowman Industrial Ct","4401 Bowman Industrial Ct, Conley, GA 30288","31,725 SF",9.85 AC,1976,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1050-Douglas-Hills-Rd-Lithia-Springs-GA/28557272/,"Lithia Springs, GA Industrial for Lease - 1050 Douglas Hills Rd","Lithia Springs, GA Industrial for Lease - 1050 Douglas Hills Rd","1050 Douglas Hills Rd, Lithia Springs, GA 30122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1350-Six-Flags-Rd-Lithia-Springs-GA/24925022/,"Lithia Springs, GA Industrial for Lease - 1350 Six Flags Rd","Lithia Springs, GA Industrial for Lease - 1350 Six Flags Rd","1350 Six Flags Rd, Lithia Springs, GA 30122","185,620 SF",10.68 AC,2023,Reinforced Concrete,,,,,ESFR,,185’,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/7915-White-Rd-SW-Austell-GA/22811790/,"Austell, GA Industrial for Lease - 7915 White Rd SW","Austell, GA Industrial for Lease - 7915 White Rd SW","7915 White Rd SW, Austell, GA 30168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1133-Polk-Ave-Nashville-TN/33356817/,"Nashville, TN Multiple Space Uses for Lease - 1133 Polk Ave","Nashville, TN Multiple Space Uses for Lease - 1133 Polk Ave","1133 Polk Ave, Nashville, TN 37210","91,174 SF",3.91 AC,1961,Masonry,,,,,,,,Fluorescent,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/11342-Main-St-Clarence-NY/28701076/,"Clarence, NY Industrial for Lease - 11342 Main St","Clarence, NY Industrial for Lease - 11342 Main St","11342 Main St, Clarence, NY 14031","26,500 SF",2.36 AC,,Steel,,,,,Wet,1991/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/460-480-Research-Dr-Pittston-Township-PA/27319066/,"Pittston Township, PA Industrial for Lease - 460-480 Research Dr","Pittston Township, PA Industrial for Lease - 460-480 Research Dr","460-480 Research Dr, Pittston Township, PA 18640","702,000 SF",92.99 AC,,,,County,Gas,Natural,ESFR,2017/2023,,Fluorescent,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2630-Business-Park-Dr-Vista-CA/27120654/,"Vista, CA Industrial for Lease - 2630 Business Park Dr","Vista, CA Industrial for Lease - 2630 Business Park Dr","2630 Business Park Dr, Vista, CA 92081","26,320 SF",1.87 AC,1971,Masonry,,,,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/10755-SW-190th-St-Miami-FL/25402255/,"Miami, FL Industrial for Lease - 10755 SW 190th St","Miami, FL Industrial for Lease - 10755 SW 190th St","10755 SW 190th St, Miami, FL 33157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/325-355-S-Schnoor-Ave-Madera-CA/24911047/,"Madera, CA Industrial for Lease - 325-355 S Schnoor Ave","Madera, CA Industrial for Lease - 325-355 S Schnoor Ave","325-355 S Schnoor Ave, Madera, CA 93637","144,300 SF",9.07 AC,2023,Steel,,,,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/7201-7291-Garden-Grove-Blvd-Garden-Grove-CA/24837645/,"Garden Grove, CA Office, Industrial for Lease - 7201-7291 Garden Grove Blvd","Garden Grove, CA Office, Industrial for Lease - 7201-7291 Garden Grove Blvd","7201-7291 Garden Grove Blvd, Garden Grove, CA 92841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/23701-SW-132nd-Ave-Homestead-FL/24071053/,"Homestead, FL Industrial for Lease - 23701 SW 132nd Ave","Homestead, FL Industrial for Lease - 23701 SW 132nd Ave","23701 SW 132nd Ave, Homestead, FL 33032","58,595 SF",3.36 AC,2011,Masonry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1315-E-Gibson-Ln-Phoenix-AZ/33764115/,"Phoenix, AZ Industrial for Lease - 1315 E Gibson Ln","Phoenix, AZ Industrial for Lease - 1315 E Gibson Ln","1315 E Gibson Ln, Phoenix, AZ 85034","100,000 SF",7.00 AC,1975,Reinforced Concrete,City,City,,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5015-Citation-Dr-Memphis-TN/33584668/,"Memphis, TN Industrial for Lease - 5015 Citation Dr","Memphis, TN Industrial for Lease - 5015 Citation Dr","5015 Citation Dr, Memphis, TN 38118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5180-Fox-St-Denver-CO/33439770/,"Denver, CO Multiple Space Uses for Lease - 5180 Fox St","Denver, CO Multiple Space Uses for Lease - 5180 Fox St","5180 Fox St, Denver, CO 80216","76,038 SF",4.29 AC,,Steel,,,,,ESFR,1971/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/8400-Ronda-Dr-Canton-MI/32920155/,"Canton, MI Industrial for Lease - 8400 Ronda Dr","Canton, MI Industrial for Lease - 8400 Ronda Dr","8400 Ronda Dr, Canton, MI 48187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/651-Arroyo-Ave-San-Fernando-CA/32793017/,"San Fernando, CA Industrial for Lease - 651 Arroyo Ave","San Fernando, CA Industrial for Lease - 651 Arroyo Ave","651 Arroyo Ave, San Fernando, CA 91340","23,660 SF",0.79 AC,,Metal,City,City,Gas,,Wet,1947/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/9658-Havana-St-Commerce-City-CO/31229570/,"Commerce City, CO Industrial for Lease - 9658 Havana St","Commerce City, CO Industrial for Lease - 9658 Havana St","9658 Havana St, Commerce City, CO 80022","38,354 SF",1.60 AC,2024,Metal,City,City,Gas,Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5015-Citation-Dr-Memphis-TN/31084475/,"Memphis, TN Industrial for Lease - 5015 Citation Dr","Memphis, TN Industrial for Lease - 5015 Citation Dr","5015 Citation Dr, Memphis, TN 38118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/14140-14174-N-Washington-Hwy-Ashland-VA/30766614/,"Ashland, VA Industrial for Lease - 14140-14174 N Washington Hwy","Ashland, VA Industrial for Lease - 14140-14174 N Washington Hwy","14140-14174 N Washington Hwy, Ashland, VA 23005","252,632 SF",28.81 AC,1980,Masonry,,,,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1040-N-Kraemer-Pl-Anaheim-CA/30760371/,"Anaheim, CA Industrial for Lease - 1040 N Kraemer Pl","Anaheim, CA Industrial for Lease - 1040 N Kraemer Pl","1040 N Kraemer Pl, Anaheim, CA 92806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4095-Pike-Ln-Concord-CA/30692698/,"Concord, CA Industrial for Lease - 4095 Pike Ln","Concord, CA Industrial for Lease - 4095 Pike Ln","4095 Pike Ln, Concord, CA 94520","31,800 SF",2.54 AC,,Reinforced Concrete,City,City,,Natural,Wet,1981/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1630-Terminal-St-West-Sacramento-CA/30483032/,"West Sacramento, CA Flex, Industrial for Lease - 1630 Terminal St","West Sacramento, CA Flex, Industrial for Lease - 1630 Terminal St","1630 Terminal St, West Sacramento, CA 95691","143,480 SF",6.80 AC,1972,Reinforced Concrete,,,,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/330-Southwell-Blvd-Tifton-GA/31195757/,"Tifton, GA Industrial for Sale - 330 Southwell Blvd","Tifton, GA Industrial for Sale - 330 Southwell Blvd","330 Southwell Blvd, Tifton, GA 31794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/VALUE-ADD-NEW-YORK-CITY-INDUSTRIAL-ASSET/32824063/,"VALUE-ADD NEW YORK CITY INDUSTRIAL ASSET – Industrial for Sale, Mount Vernon, NY","VALUE-ADD NEW YORK CITY INDUSTRIAL ASSET – Industrial for Sale, Mount Vernon, NY","VALUE-ADD NEW YORK CITY INDUSTRIAL ASSET, Mount Vernon, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5949-Sadler-Rd-Apopka-FL/31791176/,"Apopka, FL Industrial for Sale - 5949 Sadler Rd","Apopka, FL Industrial for Sale - 5949 Sadler Rd","5949 Sadler Rd, Apopka, FL 32712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/170-Tucapau-Rd-Duncan-SC/33168747/,"Duncan, SC Flex for Sale - 170 Tucapau Rd","Duncan, SC Flex for Sale - 170 Tucapau Rd","170 Tucapau Rd, Duncan, SC 29334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/3701-Avery-Island-Rd-New-Iberia-LA/28565420/,"New Iberia, LA Industrial for Sale - 3701 Avery Island Rd","New Iberia, LA Industrial for Sale - 3701 Avery Island Rd","3701 Avery Island Rd, New Iberia, LA 70560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/4320-Stockton-Blvd-Sacramento-CA/30878773/,"Sacramento, CA Flex for Sale - 4320 Stockton Blvd","Sacramento, CA Flex for Sale - 4320 Stockton Blvd","4320 Stockton Blvd, Sacramento, CA 95820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/300-W-Monument-St-Jackson-MS/32996778/,"Jackson, MS Industrial for Sale - 300 W Monument St","Jackson, MS Industrial for Sale - 300 W Monument St","300 W Monument St, Jackson, MS 39203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/190-Fountain-St-Framingham-MA/33240892/,"Framingham, MA Industrial for Sale - 190 Fountain St","Framingham, MA Industrial for Sale - 190 Fountain St","190 Fountain St, Framingham, MA 01702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1684-Florida-St-Memphis-TN/33246763/,"Memphis, TN Industrial for Sale - 1684 Florida St","Memphis, TN Industrial for Sale - 1684 Florida St","1684 Florida St, Memphis, TN 38109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2181-Grand-Ave-Cincinnati-OH/30188607/,"Cincinnati, OH Industrial for Sale - 2181 Grand Ave","Cincinnati, OH Industrial for Sale - 2181 Grand Ave","2181 Grand Ave, Cincinnati, OH 45214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/10270-Saint-Rita-Ln-Cincinnati-OH/27069736/,"Cincinnati, OH Flex for Sale - 10270 Saint Rita Ln","Cincinnati, OH Flex for Sale - 10270 Saint Rita Ln","10270 Saint Rita Ln, Cincinnati, OH 45215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/701-S-Wilson-St-Fremont-NC/32629509/,"Fremont, NC Industrial for Sale - 701 S Wilson St","Fremont, NC Industrial for Sale - 701 S Wilson St","701 S Wilson St, Fremont, NC 27830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/521-Charcot-Ave-San-Jose-CA/33238112/,"San Jose, CA Flex for Sale - 521 Charcot Ave","San Jose, CA Flex for Sale - 521 Charcot Ave","521 Charcot Ave, San Jose, CA 95131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/100-Sherman-St-Muncy-PA/33220768/,"Muncy, PA Industrial for Sale - 100 Sherman St","Muncy, PA Industrial for Sale - 100 Sherman St","100 Sherman St, Muncy, PA 17756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/Manufacturing-Facility-Near-I-244/33205095/,"Manufacturing Facility Near I-244 – Industrial for Sale, Tulsa, OK","Manufacturing Facility Near I-244 – Industrial for Sale, Tulsa, OK","Manufacturing Facility Near I-244, Tulsa, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/3220-Stanton-St-Springfield-IL/33251324/,"Springfield, IL Flex for Sale - 3220 Stanton St","Springfield, IL Flex for Sale - 3220 Stanton St","3220 Stanton St, Springfield, IL 62703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/21356-Fenkell-Ave-Detroit-MI/33206622/,"Detroit, MI Industrial for Sale - 21356 Fenkell Ave","Detroit, MI Industrial for Sale - 21356 Fenkell Ave","21356 Fenkell Ave, Detroit, MI 48223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/620-640-E-Slauson-Ave-Los-Angeles-CA/32743653/,"Los Angeles, CA Industrial for Sale - 620-640 E Slauson Ave","Los Angeles, CA Industrial for Sale - 620-640 E Slauson Ave","620-640 E Slauson Ave, Los Angeles, CA 90011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/6-Industrial-Way-W-Eatontown-NJ/33436797/,"Eatontown, NJ Flex for Sale - 6 Industrial Way W","Eatontown, NJ Flex for Sale - 6 Industrial Way W","6 Industrial Way W, Eatontown, NJ 07724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/15500-SW-29th-St-Miramar-FL/27850385/,"Miramar, FL Retail for Sale - 15500 SW 29th St","Miramar, FL Retail for Sale - 15500 SW 29th St","15500 SW 29th St, Miramar, FL 33027","17,550 SF",,2011,,,,,,,,,,,1 Story,B,,,,,Investment,Auction Sale,Retail,Restaurant,Single,0.15,2.74 AC,,,,,,,,,,,
https://www.loopnet.com/Listing/2103-San-Pablo-Ave-Oakland-CA/33463438/,"Oakland, CA Industrial for Sale - 2103 San Pablo Ave","Oakland, CA Industrial for Sale - 2103 San Pablo Ave","2103 San Pablo Ave, Oakland, CA 94612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2528-2532-Lucena-St-Charlotte-NC/33408086/,"Charlotte, NC Industrial for Sale - 2528-2532 Lucena St","Charlotte, NC Industrial for Sale - 2528-2532 Lucena St","2528-2532 Lucena St, Charlotte, NC 28206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/200-E-Avenue-G-Rochelle-IL/32387821/,"Rochelle, IL Industrial for Sale - 200 E Avenue G","Rochelle, IL Industrial for Sale - 200 E Avenue G","200 E Avenue G, Rochelle, IL 61068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5701-5709-S-San-Pedro-St-Los-Angeles-CA/32200000/,"Los Angeles, CA Industrial for Sale - 5701-5709 S San Pedro St","Los Angeles, CA Industrial for Sale - 5701-5709 S San Pedro St","5701-5709 S San Pedro St, Los Angeles, CA 90011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/117-North-Ave-Youngstown-OH/31228051/,"Youngstown, OH Industrial for Sale - 117 North Ave","Youngstown, OH Industrial for Sale - 117 North Ave","117 North Ave, Youngstown, OH 44502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/427-Gapway-Rd-Georgetown-SC/33410704/,"Georgetown, SC Industrial for Sale - 427 Gapway Rd","Georgetown, SC Industrial for Sale - 427 Gapway Rd","427 Gapway Rd, Georgetown, SC 29440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/460-Bradford-Rd-Westerly-RI/33377087/,"Westerly, RI Industrial for Sale - 460 Bradford Rd","Westerly, RI Industrial for Sale - 460 Bradford Rd","460 Bradford Rd, Westerly, RI 02891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/24435-Halsted-Rd-Farmington-Hills-MI/33413140/,"Farmington Hills, MI Flex for Sale - 24435 Halsted Rd","Farmington Hills, MI Flex for Sale - 24435 Halsted Rd","24435 Halsted Rd, Farmington Hills, MI 48335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1253-Florida-St-Baton-Rouge-LA/33463436/,"Baton Rouge, LA Industrial for Sale - 1253 Florida St","Baton Rouge, LA Industrial for Sale - 1253 Florida St","1253 Florida St, Baton Rouge, LA 70802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/825-3rd-Ave-Gallipolis-OH/33463418/,"Gallipolis, OH Office for Sale - 825 3rd Ave","Gallipolis, OH Office for Sale - 825 3rd Ave","825 3rd Ave, Gallipolis, OH 45631","10,712 SF",,1967,,,,,,,,,,,1 Story,C,"10,712 SF",,,,Investment,Auction Sale,Office,,Single,0.32,0.76 AC,,,,,,,,,,,
https://www.loopnet.com/Listing/15-Year-NNN-Sale-Leaseback-Portfolio/32084590/,"15-Year NNN Sale Leaseback Portfolio – Industrial for Sale, Casey, IL","15-Year NNN Sale Leaseback Portfolio – Industrial for Sale, Casey, IL","15-Year NNN Sale Leaseback Portfolio, Casey, IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/416-Ford-Ave-Alpena-MI/33273492/,"Alpena, MI Industrial for Sale - 416 Ford Ave","Alpena, MI Industrial for Sale - 416 Ford Ave","416 Ford Ave, Alpena, MI 49707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/NNN-Leaseback-Industrial-Carolina-Core/33536141/,"NNN Leaseback Industrial Carolina Core – Industrial for Sale, Liberty, NC","NNN Leaseback Industrial Carolina Core – Industrial for Sale, Liberty, NC","NNN Leaseback Industrial Carolina Core, Liberty, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2746-Melbourne-Ave-Pomona-CA/31774606/,"Pomona, CA Industrial for Sale - 2746 Melbourne Ave","Pomona, CA Industrial for Sale - 2746 Melbourne Ave","2746 Melbourne Ave, Pomona, CA 91767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/100-Occupied-Mixed-Use-Development-Site/27965310/,"100% Occupied Mixed-Use/Development Site – Industrial for Sale, North Bergen, NJ","100% Occupied Mixed-Use/Development Site – Industrial for Sale, North Bergen, NJ","100% Occupied Mixed-Use/Development Site, North Bergen, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/2907-Fire-Rd-Egg-Harbor-Township-NJ/32031621/,"Egg Harbor Township, NJ Industrial for Sale - 2907 Fire Rd","Egg Harbor Township, NJ Industrial for Sale - 2907 Fire Rd","2907 Fire Rd, Egg Harbor Township, NJ 08234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/151-Harrison-St-Athol-MA/33593982/,"Athol, MA Industrial for Sale - 151 Harrison St","Athol, MA Industrial for Sale - 151 Harrison St","151 Harrison St, Athol, MA 01331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/3420-Maple-Ave-Pulaski-NY/31916863/,"Pulaski, NY Industrial for Sale - 3420 Maple Ave","Pulaski, NY Industrial for Sale - 3420 Maple Ave","3420 Maple Ave, Pulaski, NY 13142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1335-SW-Washington-St-Peoria-IL/33583829/,"Peoria, IL Flex for Sale - 1335 SW Washington St","Peoria, IL Flex for Sale - 1335 SW Washington St","1335 SW Washington St, Peoria, IL 61602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/5985-S-Jones-Blvd-Las-Vegas-NV/33367492/,"Las Vegas, NV Office for Sale - 5985 S Jones Blvd","Las Vegas, NV Office for Sale - 5985 S Jones Blvd","5985 S Jones Blvd, Las Vegas, NV 89118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/Industrial-Park-for-Sale/32876605/,"Industrial Park for Sale – for Sale, Sarasota, FL","Industrial Park for Sale – for Sale, Sarasota, FL","Industrial Park for Sale, Sarasota, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1-Brockway-Pl-White-Plains-NY/32541514/,"White Plains, NY Retail for Sale - 1 Brockway Pl","White Plains, NY Retail for Sale - 1 Brockway Pl","1 Brockway Pl, White Plains, NY 10601","22,700 SF",,,,,,,,,1930/2005,,,,1 Story,B,,,,,Investment or Owner User,Lease Option,Retail,Veterinarian/Kennel,Single,0.57,0.91 AC,,,,,,,,,,,
https://www.loopnet.com/Listing/The-Arsenal/29042717/,"The Arsenal – for Sale, Philadelphia, PA","The Arsenal – for Sale, Philadelphia, PA","The Arsenal, Philadelphia, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/1001-Express-Drive-North-Yaphank-NY/32320740/,"Yaphank, NY Industrial for Sale - 1001 Express Drive North","Yaphank, NY Industrial for Sale - 1001 Express Drive North","1001 Express Drive North, Yaphank, NY 11980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.loopnet.com/Listing/8420-N-Terryl-B-Adams-St-Las-Vegas-NV/28557182/,"Las Vegas, NV Industrial for Sale - 8420 N Terryl B Adams St","Las Vegas, NV Industrial for Sale - 8420 N Terryl B Adams St","8420 N Terryl B Adams St, Las Vegas, NV 89165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
